price,propertyType,size,rooms,bathrooms,floor,hasLift,parkingSpace,city,house_status
598000,chalet,240,5,3,0,0,0,Cascais,0
495000,chalet,116,3,2,0,0,0,Cascais,0
999000,chalet,107,4,3,0,0,0,Cascais,0
450000,chalet,73,3,2,0,0,0,Cascais,0
380000,flat,90,3,1,0,False,0,Cascais,0
3534577,flat,258,4,5,1,False,0,Cascais,0
2242891,flat,141,2,3,1,False,0,Cascais,0
3770646,flat,326,3,4,0,False,0,Cascais,0
2199793,flat,177,2,3,0,False,0,Cascais,0
750000,penthouse,202,4,3,4,1,0,Cascais,0
990000,flat,116,3,2,6,1,0,Cascais,0
286000,flat,80,2,1,2,1,0,Cascais,0
599000,chalet,207,4,2,0,0,1,Cascais,0
489000,flat,115,3,2,3,False,0,Cascais,0
6000000,flat,661,5,6,2,1,1,Cascais,0
1170000,chalet,259,4,3,0,0,0,Cascais,0
1380000,chalet,346,4,3,0,0,0,Cascais,0
1440000,chalet,232,4,4,0,0,0,Cascais,0
709000,flat,170,2,2,3,1,1,Cascais,1
657500,flat,182,2,2,1,1,1,Cascais,1
684000,flat,196,2,2,1,1,1,Cascais,1
690000,chalet,142,3,2,0,0,0,Cascais,0
695000,flat,160,3,3,2,0,0,Cascais,0
120000,flat,45,1,1,2,0,0,Cascais,0
995000,chalet,447,3,0,0,0,0,Cascais,-1
560000,flat,167,3,2,2,0,0,Cascais,0
5976000,chalet,975,5,7,0,0,1,Cascais,0
399500,flat,148,2,1,2,0,0,Cascais,0
1850000,chalet,253,5,2,0,0,0,Cascais,0
215000,flat,59,3,1,2,0,0,Cascais,0
425000,chalet,243,4,2,0,0,1,Cascais,-1
880000,flat,151,2,3,2,1,1,Cascais,0
2820000,chalet,435,5,4,0,0,1,Cascais,0
2500000,chalet,300,4,4,0,0,1,Cascais,0
2200000,duplex,404,3,3,4,1,1,Cascais,0
3499000,chalet,379,6,5,0,0,1,Cascais,1
2890000,flat,285,3,4,2,1,1,Cascais,1
2700000,flat,343,3,3,2,1,1,Cascais,1
2500000,flat,259,3,3,1,1,1,Cascais,1
1590000,chalet,270,3,5,0,0,0,Cascais,0
342000,flat,81,2,1,3,False,0,Cascais,0
695000,flat,175,3,3,0,False,1,Cascais,0
2800000,chalet,293,5,3,0,0,1,Cascais,0
1400000,chalet,250,4,3,0,0,1,Cascais,0
900000,chalet,173,4,3,0,0,1,Cascais,0
650000,chalet,175,3,3,0,0,1,Cascais,0
750000,chalet,163,3,3,0,0,1,Cascais,0
750000,chalet,163,3,3,0,0,1,Cascais,0
950000,chalet,183,3,4,0,0,0,Cascais,0
1150000,chalet,325,4,3,0,0,0,Cascais,0
1150000,chalet,200,4,4,0,0,0,Cascais,0
1350000,chalet,300,4,5,0,0,1,Cascais,0
573000,flat,140,3,3,4,1,1,Cascais,0
699000,flat,186,4,4,0,1,0,Cascais,0
3500000,chalet,674,7,7,0,0,1,Cascais,0
1250000,flat,210,3,3,0,1,1,Cascais,0
1390000,chalet,326,5,5,0,0,1,Cascais,0
329000,flat,80,2,1,2,False,1,Cascais,0
1000000,flat,153,3,1,1,False,0,Cascais,0
1150000,chalet,185,4,3,0,0,1,Cascais,0
820000,flat,180,3,2,1,False,1,Cascais,0
1150000,chalet,200,4,3,0,0,1,Cascais,0
730000,flat,138,3,3,1,1,0,Cascais,0
995000,flat,138,3,2,4,1,1,Cascais,0
587000,duplex,171,3,2,3,False,1,Cascais,0
1200000,chalet,257,4,4,0,0,1,Cascais,0
1490000,flat,181,5,4,2,1,1,Cascais,0
1400000,chalet,1060,3,5,0,0,0,Cascais,0
1250000,chalet,185,4,3,0,0,0,Cascais,0
285000,studio,52,0,1,7,1,0,Cascais,0
2000000,chalet,375,5,5,0,0,0,Cascais,0
398000,flat,79,3,2,7,1,0,Cascais,0
840750,flat,178,3,2,0,1,1,Cascais,0
595000,flat,165,2,4,2,1,1,Cascais,0
550000,chalet,230,3,3,0,0,0,Cascais,0
6850000,chalet,480,5,6,0,0,0,Cascais,0
2600000,chalet,394,6,5,0,0,1,Cascais,0
750000,chalet,132,3,3,0,0,1,Cascais,0
1980000,flat,246,3,2,2,1,1,Cascais,0
690000,chalet,142,3,2,0,0,1,Cascais,0
898000,chalet,248,5,4,0,0,1,Cascais,-1
565000,flat,211,3,2,1,0,0,Cascais,0
430000,flat,102,2,1,1,1,1,Cascais,0
595000,flat,101,3,3,1,1,1,Cascais,0
495000,flat,68,2,2,1,1,1,Cascais,0
355000,flat,68,1,1,5,1,0,Cascais,0
1430000,chalet,310,4,3,0,0,1,Cascais,0
1800000,chalet,600,6,5,0,0,1,Cascais,0
599000,flat,129,2,2,0,1,1,Cascais,0
495000,flat,107,2,2,1,False,1,Cascais,0
395000,flat,106,2,1,15,1,1,Cascais,-1
1200000,chalet,298,4,3,0,0,1,Cascais,0
2750000,chalet,326,4,5,0,0,1,Cascais,0
945000,duplex,218,5,3,2,False,1,Cascais,0
345000,flat,110,3,1,2,0,0,Cascais,0
350000,flat,112,3,2,2,0,0,Cascais,0
850000,flat,112,2,2,2,0,0,Cascais,0
365000,flat,115,2,3,2,0,0,Cascais,0
595000,flat,227,3,3,2,0,0,Cascais,0
794000,chalet,173,3,3,0,0,0,Cascais,0
890000,flat,175,2,2,1,1,0,Cascais,0
1170000,duplex,123,2,3,2,0,0,Cascais,0
1360000,duplex,150,3,3,2,0,0,Cascais,0
755000,flat,148,2,2,2,0,0,Cascais,0
560000,flat,120,3,2,2,0,0,Cascais,0
210000,flat,124,2,1,0,False,0,Cascais,0
318000,flat,85,2,1,1,False,0,Cascais,0
2800000,chalet,441,5,4,0,0,0,Cascais,0
310000,flat,71,2,1,1,1,0,Cascais,0
590000,flat,227,4,3,0,1,0,Cascais,0
695000,flat,160,3,3,0,False,1,Cascais,0
1100000,chalet,235,4,4,0,0,1,Cascais,0
450000,flat,100,2,2,2,0,0,Cascais,0
459000,chalet,151,4,2,0,0,1,Cascais,0
225000,flat,77,2,1,1,0,0,Cascais,0
749000,chalet,108,4,2,0,0,1,Cascais,-1
372500,flat,128,2,2,2,0,1,Cascais,0
650000,chalet,320,9,6,0,0,1,Cascais,0
1690000,chalet,288,6,6,0,0,1,Cascais,0
365000,duplex,115,3,3,2,False,0,Cascais,0
320000,flat,81,1,1,7,1,0,Cascais,0
395000,flat,110,2,1,15,1,1,Cascais,-1
4400000,chalet,276,4,5,0,0,1,Cascais,0
388000,flat,150,2,3,2,0,0,Cascais,0
850000,flat,151,2,3,3,1,1,Cascais,1
840000,flat,147,2,3,1,1,1,Cascais,1
865000,flat,178,2,3,1,1,1,Cascais,1
1140000,flat,187,3,3,2,1,1,Cascais,0
2800000,chalet,441,5,5,0,0,1,Cascais,0
435000,chalet,92,3,1,0,0,0,Cascais,0
695000,chalet,153,3,3,0,0,0,Cascais,0
345000,flat,120,4,2,3,False,0,Cascais,0
575000,chalet,240,6,2,0,0,1,Cascais,-1
3900000,chalet,286,7,5,0,0,0,Cascais,0
640000,flat,81,3,2,2,1,1,Cascais,0
3000000,chalet,435,4,5,0,0,1,Cascais,2
605000,flat,81,2,1,0,False,0,Cascais,0
1990000,chalet,298,4,4,0,0,1,Cascais,0
595000,duplex,226,3,3,3,1,1,Cascais,0
750000,flat,122,2,2,3,False,0,Cascais,0
2650000,chalet,318,6,6,0,0,1,Cascais,0
520000,flat,125,2,2,2,0,1,Cascais,0
2650000,flat,234,4,4,2,1,0,Cascais,0
375000,chalet,68,1,1,0,0,0,Cascais,0
950000,chalet,150,4,4,0,0,0,Cascais,0
2650000,flat,234,4,4,2,0,0,Cascais,0
195000,flat,56,1,1,2,0,0,Cascais,0
1295000,flat,202,3,2,2,0,0,Cascais,0
1390000,chalet,326,5,5,0,0,0,Cascais,0
295000,flat,114,3,2,2,False,0,Cascais,0
1350000,chalet,196,4,3,0,0,0,Cascais,0
365000,flat,108,3,2,2,0,0,Cascais,0
320000,flat,75,2,2,4,False,0,Cascais,0
798000,chalet,209,3,3,0,0,0,Cascais,0
1150000,chalet,260,4,4,0,0,1,Cascais,0
1500000,chalet,270,5,1,0,0,0,Cascais,-1
720000,chalet,468,5,5,0,0,0,Cascais,0
589000,flat,125,3,2,3,1,1,Cascais,0
1590000,chalet,155,3,4,0,0,1,Cascais,0
1670000,chalet,170,3,5,0,0,1,Cascais,0
791000,flat,187,3,2,1,1,1,Cascais,0
320000,flat,85,3,2,1,False,0,Cascais,0
2360000,chalet,600,6,0,0,0,1,Cascais,-1
395000,flat,100,2,2,0,False,1,Cascais,0
830000,chalet,275,3,3,0,0,0,Cascais,0
280000,flat,82,2,1,2,1,0,Cascais,0
898000,chalet,248,5,4,0,0,0,Cascais,-1
699000,chalet,344,3,3,0,0,0,Cascais,-1
1490000,chalet,173,3,3,0,0,0,Cascais,0
2400000,flat,175,3,4,0,False,1,Cascais,0
1630000,chalet,270,4,5,0,0,1,Cascais,0
1700000,chalet,422,6,3,0,0,0,Cascais,0
770000,chalet,245,3,3,0,0,1,Cascais,0
1650000,flat,298,4,4,2,0,0,Cascais,0
1590000,duplex,226,3,3,2,1,1,Cascais,0
1980000,flat,246,3,4,2,1,1,Cascais,0
2800000,chalet,582,5,5,0,0,1,Cascais,0
2100000,chalet,401,5,2,0,0,0,Cascais,0
630000,flat,198,3,3,4,1,1,Cascais,0
350000,flat,98,2,1,0,False,0,Cascais,0
4200000,chalet,579,17,6,0,0,0,Cascais,0
520000,flat,125,2,2,2,False,1,Cascais,0
480000,flat,117,3,2,2,0,0,Cascais,0
299000,flat,50,1,1,0,False,0,Cascais,0
620000,flat,238,5,3,3,0,1,Cascais,0
4500000,chalet,322,4,6,0,0,0,Cascais,0
4250000,chalet,322,4,6,0,0,0,Cascais,0
720000,flat,138,3,2,2,False,1,Cascais,0
4500000,chalet,648,4,6,0,0,0,Cascais,-1
470000,flat,96,3,2,0,False,0,Cascais,0
890000,flat,175,2,2,1,1,1,Cascais,0
450000,flat,152,2,3,3,False,1,Cascais,-1
2290000,flat,193,4,2,3,0,0,Cascais,0
1390000,chalet,196,5,5,0,0,1,Cascais,0
1295000,flat,202,3,3,0,1,1,Cascais,0
4500000,flat,302,4,5,2,1,1,Cascais,0
2390000,chalet,368,6,6,0,0,1,Cascais,0
1380000,flat,140,3,3,2,0,0,Cascais,0
2350000,chalet,330,4,4,0,0,1,Cascais,0
2100000,chalet,253,5,5,0,0,0,Cascais,0
375000,flat,142,2,2,0,False,1,Cascais,0
860000,flat,150,3,3,0,1,1,Cascais,0
2500000,flat,215,3,3,1,1,1,Cascais,0
1200000,chalet,256,6,2,0,0,0,Cascais,-1
2500000,flat,133,2,3,2,1,0,Cascais,0
1990000,flat,272,3,4,2,1,0,Cascais,0
320000,flat,93,2,1,3,0,0,Cascais,0
470000,flat,200,3,2,5,1,1,Cascais,0
2300000,chalet,326,5,6,0,0,1,Cascais,0
2300000,chalet,326,5,6,0,0,0,Cascais,0
1180000,flat,321,3,3,2,1,1,Cascais,0
6900000,flat,503,3,4,7,1,0,Cascais,0
1950000,chalet,397,6,7,0,0,0,Cascais,0
1500000,flat,259,5,2,2,0,0,Cascais,0
1700000,flat,291,4,2,4,1,1,Cascais,0
750000,flat,125,3,2,2,0,0,Cascais,0
2290000,chalet,816,9,8,0,0,0,Cascais,0
5000000,chalet,543,6,2,0,0,0,Cascais,0
580000,chalet,285,7,2,0,0,0,Cascais,0
545000,chalet,157,4,3,0,0,0,Cascais,0
499000,chalet,264,3,3,0,0,0,Cascais,0
430000,chalet,170,4,3,0,0,1,Cascais,-1
2790000,chalet,450,4,5,0,0,0,Cascais,0
1000000,chalet,230,3,4,0,0,0,Cascais,0
725000,chalet,198,5,2,0,0,0,Cascais,0
597000,flat,107,3,2,0,1,0,Cascais,0
898000,chalet,248,5,4,0,0,0,Cascais,0
1100000,chalet,214,3,4,0,0,0,Cascais,0
750000,flat,74,2,1,2,0,0,Cascais,0
625000,flat,70,1,1,2,0,0,Cascais,0
2500000,chalet,600,4,4,0,0,1,Cascais,0
375000,flat,85,2,2,0,False,0,Cascais,0
225000,flat,62,2,1,1,False,0,Cascais,0
495000,flat,110,2,2,2,1,1,Cascais,0
595000,flat,135,3,3,1,1,1,Cascais,0
750000,chalet,70,3,2,0,0,0,Cascais,0
310000,flat,80,3,2,1,0,0,Cascais,0
195000,flat,56,1,1,1,False,0,Cascais,0
240000,flat,72,2,1,1,False,0,Cascais,0
720000,chalet,180,3,3,0,0,0,Cascais,0
950000,flat,222,3,2,0,1,1,Cascais,0
1150000,flat,166,3,3,3,1,1,Cascais,0
489000,flat,150,3,2,1,1,1,Cascais,0
1500000,flat,359,2,2,1,False,1,Cascais,0
1000000,chalet,250,5,4,0,0,1,Cascais,0
1250000,penthouse,220,3,3,6,1,1,Cascais,0
794000,chalet,173,3,3,0,0,0,Cascais,0
600000,chalet,105,3,2,0,0,0,Cascais,0
1350000,chalet,196,4,3,0,0,1,Cascais,0
875000,chalet,218,5,4,0,0,0,Cascais,0
1750000,flat,385,2,3,2,0,0,Cascais,0
850000,chalet,249,4,4,0,0,0,Cascais,0
590000,flat,133,3,3,2,1,0,Cascais,0
625000,flat,174,3,2,0,1,0,Cascais,0
850000,chalet,323,4,4,0,0,1,Cascais,0
750000,flat,103,2,3,2,1,0,Cascais,0
745000,penthouse,177,2,2,3,1,1,Cascais,0
970000,flat,217,3,3,4,1,1,Cascais,0
370000,flat,69,2,1,2,0,0,Cascais,0
279900,flat,90,3,2,2,False,0,Cascais,0
1390000,chalet,173,3,3,0,0,0,Cascais,0
510000,flat,120,3,2,5,1,0,Cascais,0
899000,chalet,212,4,4,0,0,1,Cascais,0
2870000,chalet,356,4,5,0,0,1,Cascais,1
2835000,chalet,365,4,5,0,0,1,Cascais,1
2900000,chalet,352,4,5,0,0,1,Cascais,1
2810000,chalet,355,4,5,0,0,1,Cascais,1
2950000,chalet,355,4,5,0,0,1,Cascais,1
2910000,chalet,352,4,5,0,0,1,Cascais,1
1650000,duplex,241,3,4,2,False,1,Cascais,1
1680000,duplex,258,3,3,2,False,1,Cascais,1
385000,flat,119,2,2,1,1,1,Cascais,0
775000,flat,158,3,3,0,False,1,Cascais,0
620000,flat,117,3,2,3,1,0,Cascais,0
1380000,flat,222,3,3,3,1,0,Cascais,0
435000,chalet,150,2,3,0,0,1,Cascais,0
680000,chalet,193,4,3,0,0,1,Cascais,0
3500000,chalet,542,7,6,0,0,1,Cascais,0
449000,flat,108,3,2,0,1,1,Cascais,0
599000,flat,113,2,2,0,False,0,Cascais,0
350000,chalet,119,3,2,0,0,0,Cascais,0
3990000,chalet,480,3,5,0,0,1,Cascais,0
950000,flat,250,3,2,0,1,1,Cascais,0
1100000,chalet,245,4,4,0,0,0,Cascais,0
590000,flat,161,3,2,1,1,0,Cascais,0
520529,flat,153,2,2,1,1,1,Cascais,1
1695000,flat,188,3,4,2,1,1,Cascais,0
1400000,chalet,508,5,5,0,0,0,Cascais,-1
495000,chalet,300,7,4,0,0,1,Cascais,0
768000,chalet,193,3,3,0,0,1,Cascais,0
495000,flat,90,2,1,3,1,0,Cascais,0
3700000,chalet,517,7,7,0,0,1,Cascais,0
695000,flat,80,2,1,1,False,1,Cascais,-1
929000,chalet,210,4,3,0,0,1,Cascais,0
1600000,flat,216,6,3,2,0,0,Cascais,0
2340000,chalet,202,4,4,0,0,1,Cascais,0
490000,flat,80,2,3,2,False,0,Cascais,0
1590000,chalet,330,4,4,0,0,1,Cascais,0
2820000,chalet,237,3,4,0,0,1,Cascais,0
627000,flat,188,3,2,1,1,1,Cascais,0
540000,flat,104,3,2,0,1,1,Cascais,0
4700000,chalet,470,5,5,0,0,1,Cascais,0
1000000,chalet,250,5,4,0,0,1,Cascais,0
595000,flat,112,2,2,1,0,1,Cascais,0
1400000,chalet,200,4,3,0,0,1,Cascais,0
946761,flat,294,2,2,2,1,1,Cascais,1
811599,flat,257,2,2,2,1,1,Cascais,1
930335,flat,271,3,3,1,1,1,Cascais,1
898548,flat,283,3,3,1,1,1,Cascais,1
1212640,flat,460,3,3,0,1,1,Cascais,1
646995,flat,177,2,2,1,1,1,Cascais,1
676558,flat,225,2,2,0,1,1,Cascais,1
979379,flat,306,2,2,2,1,1,Cascais,1
780876,flat,252,2,2,2,1,1,Cascais,1
1219184,flat,438,3,3,0,1,1,Cascais,1
690881,flat,208,2,2,1,1,1,Cascais,1
860444,flat,287,2,2,0,1,1,Cascais,1
628029,flat,176,2,2,1,1,1,Cascais,1
1334668,flat,642,3,3,0,1,1,Cascais,1
692448,flat,213,2,2,0,1,1,Cascais,1
2200000,chalet,415,6,5,0,0,0,Cascais,0
830000,flat,132,2,2,4,1,1,Cascais,0
420000,flat,90,2,1,1,1,1,Cascais,2
357000,flat,110,3,2,0,1,0,Cascais,0
665000,chalet,402,4,7,0,0,1,Cascais,0
1400000,chalet,254,4,3,0,0,0,Cascais,0
845000,chalet,160,3,3,0,0,1,Cascais,0
3380000,chalet,383,4,5,0,0,1,Cascais,0
3200000,chalet,383,5,5,0,0,1,Cascais,0
1380000,chalet,200,3,3,0,0,1,Cascais,0
1400000,chalet,250,3,2,0,0,1,Cascais,0
185000,flat,78,2,1,2,False,0,Cascais,0
443000,flat,100,4,2,1,False,0,Cascais,0
4290000,duplex,276,4,2,2,False,0,Cascais,0
1500000,chalet,203,4,4,0,0,0,Cascais,0
1995000,flat,206,3,3,15,1,1,Cascais,0
950000,chalet,399,3,4,0,0,1,Cascais,0
5000000,penthouse,270,4,5,6,1,1,Cascais,0
495000,flat,175,2,2,0,False,0,Cascais,0
2150000,chalet,361,4,5,0,0,1,Cascais,0
2200000,chalet,361,4,5,0,0,1,Cascais,0
299000,flat,80,3,2,1,False,0,Cascais,0
2490000,chalet,230,5,2,0,0,0,Cascais,0
2350000,chalet,300,4,1,0,0,0,Cascais,0
1500000,flat,134,2,2,0,1,1,Cascais,0
4950000,chalet,428,5,5,0,0,1,Cascais,0
444500,flat,87,2,1,2,False,1,Cascais,0
590000,chalet,275,6,6,0,0,0,Cascais,-1
1890000,chalet,313,5,5,0,0,1,Cascais,0
1695000,flat,205,3,4,1,1,1,Cascais,0
510000,chalet,157,4,2,0,0,1,Cascais,0
2200000,chalet,475,4,3,0,0,1,Cascais,-1
480000,chalet,130,3,2,0,0,0,Cascais,0
210000,studio,17,0,1,2,0,0,Cascais,0
700000,chalet,146,4,3,0,0,0,Cascais,0
525000,flat,103,2,2,2,0,0,Cascais,0
240000,flat,75,2,1,2,False,0,Cascais,0
347000,flat,123,2,1,0,1,0,Cascais,0
430000,chalet,143,4,2,0,0,1,Cascais,-1
4800000,chalet,1051,6,7,0,0,1,Cascais,0
430000,flat,89,2,1,1,1,1,Cascais,0
490000,flat,111,3,2,2,False,0,Cascais,0
990000,chalet,394,3,4,0,0,1,Cascais,0
760000,duplex,190,4,3,1,False,1,Cascais,0
1500000,flat,197,5,4,5,1,1,Cascais,0
590000,flat,152,3,2,1,1,1,Cascais,0
385000,chalet,121,2,1,0,0,0,Cascais,0
2690000,flat,224,4,5,1,1,1,Cascais,0
760000,chalet,203,3,3,0,0,1,Cascais,0
285000,flat,60,2,1,1,False,0,Cascais,0
625000,flat,207,2,2,2,0,1,Cascais,0
790000,flat,132,3,3,2,1,1,Cascais,0
800000,flat,132,3,3,2,1,1,Cascais,0
1220000,flat,133,3,3,2,1,1,Cascais,0
2700000,chalet,181,3,3,0,0,1,Cascais,0
260000,flat,56,1,1,6,1,0,Cascais,0
697000,chalet,220,3,2,0,0,1,Cascais,0
319000,flat,94,2,1,2,0,0,Cascais,0
580000,flat,87,2,2,2,0,0,Cascais,0
650000,flat,108,2,1,0,1,0,Cascais,0
435000,flat,92,3,2,3,1,0,Cascais,0
315000,flat,103,3,2,0,False,0,Cascais,0
2690000,chalet,300,7,4,0,0,1,Cascais,0
4950000,chalet,428,5,5,0,0,0,Cascais,0
359000,flat,107,3,2,1,False,0,Cascais,0
1094000,chalet,183,3,4,0,0,0,Cascais,0
699000,chalet,221,3,3,0,0,1,Cascais,0
895000,chalet,302,5,4,0,0,0,Cascais,0
1207500,flat,250,3,3,2,1,1,Cascais,0
730000,flat,145,3,3,1,1,1,Cascais,0
480000,flat,86,3,2,2,0,0,Cascais,0
760000,duplex,190,4,4,1,False,1,Cascais,0
725000,flat,174,3,2,2,1,0,Cascais,0
4600000,chalet,888,7,8,0,0,1,Cascais,0
450000,flat,99,2,2,0,1,0,Cascais,0
800000,flat,114,2,2,0,1,1,Cascais,0
1285000,chalet,282,4,5,0,0,1,Cascais,0
870000,flat,120,3,3,4,1,1,Cascais,0
350000,chalet,203,2,1,0,0,0,Cascais,-1
630000,flat,145,3,2,1,0,1,Cascais,0
600000,chalet,276,4,6,0,0,1,Cascais,0
1600000,chalet,287,4,4,0,0,1,Cascais,0
1200000,chalet,300,6,4,0,0,0,Cascais,0
1980000,flat,164,4,5,0,1,1,Cascais,0
420000,flat,88,2,2,6,1,0,Cascais,0
9900000,chalet,540,6,5,0,0,1,Cascais,0
2500000,flat,230,3,3,2,1,1,Cascais,0
4950000,chalet,430,5,6,0,0,0,Cascais,0
2300000,flat,400,3,5,3,1,1,Cascais,0
2200000,flat,329,5,7,0,False,1,Cascais,0
350000,flat,110,3,2,2,0,0,Cascais,0
360000,flat,127,3,2,2,0,0,Cascais,0
2517000,chalet,439,6,2,0,0,0,Cascais,0
450000,flat,76,3,2,0,False,0,Cascais,0
835000,flat,124,3,2,2,0,0,Cascais,0
420000,flat,88,2,2,2,0,0,Cascais,0
3400000,chalet,352,4,6,0,0,0,Cascais,0
980000,chalet,300,3,2,0,0,0,Cascais,0
385000,flat,103,3,2,2,1,0,Cascais,0
3400000,chalet,375,6,6,0,0,0,Cascais,0
1150000,chalet,183,4,2,0,0,1,Cascais,0
2517000,chalet,439,6,5,0,0,1,Cascais,0
900000,chalet,174,4,2,0,0,1,Cascais,0
1050000,chalet,264,4,2,0,0,1,Cascais,0
970000,chalet,218,4,3,0,0,1,Cascais,0
950000,chalet,278,6,4,0,0,1,Cascais,0
460000,chalet,171,3,3,0,0,0,Cascais,0
1150000,chalet,182,3,3,0,0,1,Cascais,0
1200000,chalet,161,4,6,0,0,1,Cascais,0
950000,chalet,332,5,4,0,0,1,Cascais,0
550000,chalet,200,3,3,0,0,0,Cascais,0
1050000,duplex,156,4,3,2,1,0,Cascais,0
1200000,flat,122,2,3,1,1,0,Cascais,0
300000,flat,107,3,2,3,False,0,Cascais,0
990000,flat,225,4,4,6,1,1,Cascais,0
780000,chalet,263,3,3,0,0,1,Cascais,0
1600000,chalet,230,4,5,0,0,1,Cascais,0
745000,chalet,179,4,4,0,0,1,Cascais,0
1250000,chalet,210,3,4,0,0,0,Cascais,0
1250000,chalet,210,3,2,0,0,1,Cascais,0
1400000,chalet,172,4,4,0,0,0,Cascais,0
1350000,duplex,196,4,2,1,1,1,Cascais,0
449000,flat,97,2,1,1,False,0,Cascais,0
1025000,chalet,320,4,3,0,0,1,Cascais,0
360000,flat,84,2,3,0,1,0,Cascais,0
2250000,penthouse,532,4,5,7,1,1,Cascais,0
360000,flat,120,3,2,2,False,0,Cascais,0
167500,flat,53,1,1,1,False,0,Cascais,0
1420000,flat,200,4,1,1,1,1,Cascais,0
2290000,flat,173,4,3,2,1,1,Cascais,0
935000,chalet,238,3,4,0,0,1,Cascais,0
1350000,chalet,338,6,4,0,0,1,Cascais,0
571000,flat,116,3,3,4,0,1,Cascais,0
1680000,chalet,240,4,4,0,0,0,Cascais,0
899000,chalet,210,5,4,0,0,0,Cascais,0
375000,flat,110,2,2,2,0,0,Cascais,0
399750,flat,106,2,1,2,0,0,Cascais,0
750000,chalet,113,3,1,0,0,0,Cascais,0
890000,chalet,188,2,3,0,0,0,Cascais,0
510000,flat,109,2,2,1,False,0,Cascais,0
1490000,flat,339,3,4,0,1,1,Cascais,0
920000,flat,156,3,4,2,1,1,Cascais,0
2080000,chalet,319,4,4,0,0,1,Cascais,0
400000,chalet,128,4,3,0,0,1,Cascais,0
760000,duplex,190,4,3,1,False,1,Cascais,0
995000,chalet,339,4,4,0,0,0,Cascais,0
2650000,chalet,331,4,5,0,0,0,Cascais,0
935000,chalet,335,3,2,0,0,1,Cascais,0
635000,flat,115,3,2,3,1,1,Cascais,0
315000,flat,71,2,1,0,False,0,Cascais,0
698000,flat,121,2,1,2,0,0,Cascais,0
670000,chalet,200,4,3,0,0,1,Cascais,0
690000,chalet,180,4,3,0,0,1,Cascais,0
3970000,chalet,439,5,6,0,0,1,Cascais,0
2230000,chalet,305,5,4,0,0,1,Cascais,0
1790000,chalet,264,4,4,0,0,0,Cascais,0
960000,chalet,252,5,3,0,0,1,Cascais,0
590000,flat,114,3,4,2,0,1,Cascais,0
5950000,chalet,564,5,6,0,0,1,Cascais,0
1695000,flat,193,3,3,2,1,1,Cascais,0
1895000,flat,200,4,5,2,1,1,Cascais,0
1695000,flat,193,3,3,2,1,1,Cascais,0
1665000,flat,193,3,3,2,1,1,Cascais,0
1895000,flat,200,4,4,2,1,1,Cascais,0
1665000,flat,193,3,3,2,1,1,Cascais,0
3000000,chalet,483,4,1,0,0,0,Cascais,0
2980000,flat,306,4,5,2,False,1,Cascais,0
1150000,chalet,585,8,4,0,0,1,Cascais,0
420000,flat,123,3,2,1,1,1,Cascais,0
280000,flat,113,2,1,2,0,0,Cascais,0
1700000,chalet,284,3,3,0,0,0,Cascais,0
355000,flat,79,3,1,2,0,0,Cascais,0
280000,flat,77,2,1,2,0,0,Cascais,0
1300000,chalet,210,5,3,0,0,0,Cascais,0
220000,flat,68,2,1,0,False,0,Cascais,0
1890000,chalet,312,5,5,0,0,0,Cascais,0
220000,flat,41,1,1,1,0,0,Cascais,0
599000,flat,110,2,2,2,1,1,Cascais,0
1170000,flat,186,3,3,1,False,1,Cascais,0
575900,flat,71,2,1,2,1,0,Cascais,1
445900,flat,55,1,1,2,1,0,Cascais,1
745900,penthouse,90,2,1,2,1,0,Cascais,1
606900,flat,75,2,1,2,1,0,Cascais,1
555900,flat,72,2,1,2,1,0,Cascais,1
597500,chalet,180,4,3,0,0,1,Cascais,0
1150000,chalet,360,5,4,0,0,1,Cascais,-1
1175000,flat,101,2,3,2,1,1,Cascais,0
1590000,chalet,243,4,5,0,0,1,Cascais,0
2050000,chalet,274,4,6,0,0,1,Cascais,0
1000000,flat,165,3,3,1,1,1,Cascais,0
1460000,flat,215,3,4,2,1,1,Cascais,0
3000000,chalet,435,4,1,0,0,1,Cascais,0
1200000,flat,205,3,4,1,1,1,Cascais,0
470000,flat,74,1,1,2,False,0,Cascais,0
2290000,flat,173,4,3,2,1,0,Cascais,0
1200000,flat,186,3,4,2,1,0,Cascais,0
1150000,chalet,158,4,2,0,0,1,Cascais,0
1125000,chalet,188,4,7,0,0,1,Cascais,0
1380000,chalet,210,3,4,0,0,1,Cascais,0
3000000,chalet,435,4,5,0,0,1,Cascais,0
385000,flat,110,2,1,2,1,0,Cascais,0
1550000,flat,245,3,4,2,1,0,Cascais,0
649000,chalet,150,4,4,0,0,1,Cascais,0
1395000,chalet,259,4,4,0,0,0,Cascais,0
2300000,chalet,458,4,6,0,0,1,Cascais,0
5850000,chalet,810,5,7,0,0,1,Cascais,0
485000,flat,170,1,1,2,1,1,Cascais,0
2980000,chalet,375,3,4,0,0,0,Cascais,0
280000,flat,84,2,1,5,1,0,Cascais,0
870000,flat,191,3,3,4,1,0,Cascais,0
525000,flat,96,2,2,1,False,0,Cascais,0
550000,chalet,224,3,6,0,0,0,Cascais,0
900000,chalet,173,3,3,0,0,1,Cascais,0
398500,flat,101,2,2,2,1,1,Cascais,0
1050000,chalet,185,3,3,0,0,1,Cascais,0
1350000,flat,375,3,3,3,1,1,Cascais,0
375000,flat,110,2,3,0,False,0,Cascais,0
