price,propertyType,size,rooms,bathrooms,floor,hasLift,parkingSpace,city,house_status
345000,flat,122,4,2,2,0,0,Amadora,0
295000,flat,122,3,2,1,1,1,Amadora,0
192000,flat,70,2,1,2,False,0,Amadora,0
285000,flat,102,3,2,0,False,0,Amadora,0
365000,flat,136,2,2,2,1,1,Amadora,0
115000,studio,25,0,1,2,0,0,Amadora,0
160000,flat,56,1,1,4,1,0,Amadora,0
2150000,chalet,239,5,5,0,0,1,Amadora,0
200000,flat,65,2,1,2,0,0,Amadora,0
189000,flat,74,2,1,3,0,0,Amadora,0
189000,flat,74,2,1,2,0,0,Amadora,0
195000,flat,93,3,2,2,0,0,Amadora,0
230000,flat,85,3,2,2,0,0,Amadora,0
148000,flat,84,3,1,2,0,0,Amadora,0
138000,flat,70,3,1,2,0,0,Amadora,0
515000,flat,138,4,2,2,1,0,Amadora,0
180000,flat,90,3,2,2,0,0,Amadora,0
215000,flat,78,2,1,0,False,0,Amadora,0
189000,flat,67,2,1,0,False,0,Amadora,0
199900,flat,61,2,1,2,False,0,Amadora,0
197000,flat,62,2,2,2,0,0,Amadora,0
570000,chalet,288,4,2,0,0,1,Amadora,0
375000,flat,115,3,2,3,1,1,Amadora,0
240000,flat,80,2,2,2,False,1,Amadora,0
369000,flat,159,3,2,2,1,0,Amadora,0
555000,flat,164,4,3,5,1,1,Amadora,0
440000,flat,111,3,2,0,1,1,Amadora,0
445000,flat,117,3,3,0,1,1,Amadora,1
495000,flat,140,3,2,4,1,1,Amadora,1
490000,flat,140,3,2,3,1,1,Amadora,1
485000,flat,140,3,2,2,1,1,Amadora,1
459000,flat,195,4,2,2,0,0,Amadora,0
189000,flat,61,2,1,3,False,0,Amadora,0
160000,flat,66,2,1,0,False,0,Amadora,0
180000,flat,65,2,1,4,False,0,Amadora,0
395000,flat,188,3,2,1,1,1,Amadora,0
220000,flat,67,2,2,2,0,0,Amadora,0
220000,flat,87,3,2,2,0,0,Amadora,0
190000,flat,97,2,1,2,False,0,Amadora,0
215000,flat,76,3,1,2,0,0,Amadora,0
189000,flat,83,2,1,3,0,0,Amadora,0
258000,flat,99,3,1,2,0,0,Amadora,0
185000,flat,61,2,1,2,False,0,Amadora,0
125000,flat,51,1,1,2,1,0,Amadora,0
189000,flat,70,2,1,0,False,0,Amadora,0
175000,flat,82,2,1,2,0,0,Amadora,0
485000,flat,140,3,2,2,1,0,Amadora,0
485000,flat,140,3,2,2,1,0,Amadora,0
169000,flat,75,2,1,2,False,0,Amadora,0
470000,flat,147,4,2,5,1,1,Amadora,0
189000,flat,75,2,1,2,0,0,Amadora,0
445000,flat,160,3,2,2,1,0,Amadora,0
550000,flat,200,4,3,2,1,0,Amadora,0
196500,flat,72,3,1,2,False,0,Amadora,0
550000,flat,163,4,3,5,1,0,Amadora,0
480000,flat,140,3,2,1,1,0,Amadora,0
445000,flat,130,3,2,0,1,0,Amadora,0
395000,flat,111,3,2,0,1,1,Amadora,0
450000,flat,140,3,2,2,1,1,Amadora,0
445000,flat,121,3,2,1,1,1,Amadora,0
199000,flat,85,3,1,2,False,0,Amadora,0
199000,flat,100,2,1,2,0,0,Amadora,0
210000,flat,109,3,2,3,0,0,Amadora,0
160000,flat,60,2,1,2,False,0,Amadora,0
120000,flat,38,1,1,2,False,0,Amadora,0
299500,flat,108,3,2,3,1,0,Amadora,0
195000,flat,73,2,1,3,False,0,Amadora,0
330000,flat,120,3,2,2,0,0,Amadora,0
266000,flat,107,3,1,2,0,0,Amadora,0
429000,flat,160,3,2,4,1,1,Amadora,0
450000,chalet,153,3,3,0,0,1,Amadora,0
209000,flat,87,2,1,2,0,0,Amadora,0
199000,flat,51,2,1,2,0,0,Amadora,0
635000,chalet,265,4,3,0,0,1,Amadora,0
205500,flat,83,2,1,2,False,0,Amadora,0
209000,flat,68,2,1,2,0,0,Amadora,0
220000,flat,96,4,2,1,False,0,Amadora,0
150000,flat,73,2,1,2,0,0,Amadora,0
225000,flat,74,2,2,1,False,0,Amadora,0
175000,flat,60,2,1,0,False,0,Amadora,-1
140000,flat,46,1,1,2,1,0,Amadora,0
365000,duplex,275,3,4,0,1,1,Amadora,0
245000,flat,91,4,2,1,False,0,Amadora,0
229000,flat,80,2,1,2,False,1,Amadora,0
445000,flat,117,3,2,0,1,1,Amadora,1
330000,flat,150,3,2,1,1,1,Vila Franca de Xira,0
170000,flat,80,2,1,2,0,0,Vila Franca de Xira,0
169900,flat,91,3,2,2,0,0,Vila Franca de Xira,0
180000,flat,77,2,1,2,0,0,Vila Franca de Xira,0
140000,flat,62,2,1,2,1,0,Vila Franca de Xira,0
280000,flat,103,2,2,2,0,1,Vila Franca de Xira,0
175000,flat,94,2,1,2,False,0,Vila Franca de Xira,0
199000,flat,94,2,1,2,1,0,Vila Franca de Xira,0
275000,flat,95,2,2,2,1,1,Vila Franca de Xira,0
215000,flat,72,3,1,3,False,0,Vila Franca de Xira,0
147000,flat,89,3,2,4,False,0,Vila Franca de Xira,0
370000,chalet,207,7,2,0,0,1,Vila Franca de Xira,0
305000,flat,138,3,2,-1,False,0,Vila Franca de Xira,0
199000,flat,98,2,1,2,1,0,Vila Franca de Xira,0
225000,flat,86,2,1,3,1,0,Vila Franca de Xira,0
235000,flat,80,2,2,0,False,1,Vila Franca de Xira,0
748000,chalet,341,4,5,0,0,1,Vila Franca de Xira,0
280000,flat,155,3,2,2,0,0,Vila Franca de Xira,0
119900,flat,51,1,1,2,0,0,Vila Franca de Xira,0
350000,flat,103,2,2,2,0,0,Vila Franca de Xira,0
145000,flat,71,2,1,2,0,0,Vila Franca de Xira,0
170000,chalet,102,3,2,0,0,0,Vila Franca de Xira,-1
90000,flat,36,1,1,0,False,0,Vila Franca de Xira,0
3250000,countryHouse,570,10,3,0,0,1,Vila Franca de Xira,0
249750,flat,92,3,2,1,1,0,Vila Franca de Xira,0
167500,flat,78,2,1,2,False,0,Vila Franca de Xira,0
159000,flat,71,2,1,2,False,0,Vila Franca de Xira,0
278000,flat,141,3,2,2,0,0,Vila Franca de Xira,0
185000,flat,68,2,1,2,0,0,Vila Franca de Xira,0
650000,flat,197,3,3,1,1,0,Vila Franca de Xira,0
178400,flat,99,2,1,2,False,0,Vila Franca de Xira,0
125000,flat,73,3,1,3,1,0,Vila Franca de Xira,0
270000,flat,156,3,4,1,0,1,Vila Franca de Xira,0
255000,flat,83,2,1,6,1,0,Vila Franca de Xira,0
159000,flat,71,2,1,2,False,0,Vila Franca de Xira,0
497000,flat,176,3,3,9,1,1,Vila Franca de Xira,0
195000,flat,110,3,2,2,False,0,Vila Franca de Xira,0
599000,chalet,247,4,3,0,0,0,Vila Franca de Xira,0
470000,flat,140,4,2,6,1,0,Vila Franca de Xira,0
199000,flat,108,3,2,1,False,0,Vila Franca de Xira,0
820000,chalet,314,4,4,0,0,1,Vila Franca de Xira,0
350000,flat,171,3,3,2,1,1,Vila Franca de Xira,0
350000,flat,171,3,3,3,1,1,Vila Franca de Xira,0
420000,flat,201,4,3,4,1,1,Vila Franca de Xira,0
389000,chalet,264,5,2,0,0,0,Vila Franca de Xira,0
196000,flat,79,2,1,2,0,0,Vila Franca de Xira,0
350000,flat,170,4,1,2,0,0,Vila Franca de Xira,0
169500,flat,70,2,1,2,False,0,Vila Franca de Xira,0
265500,flat,130,2,1,2,0,0,Vila Franca de Xira,0
149000,flat,69,2,1,2,False,0,Vila Franca de Xira,0
289500,chalet,114,4,2,0,0,0,Vila Franca de Xira,0
289500,chalet,97,3,2,0,0,1,Vila Franca de Xira,0
340000,flat,196,3,3,1,0,1,Vila Franca de Xira,0
220000,flat,85,3,1,3,0,0,Vila Franca de Xira,0
117500,flat,47,1,1,1,False,0,Vila Franca de Xira,0
175000,flat,92,2,2,1,False,1,Vila Franca de Xira,0
270000,flat,221,3,3,2,0,1,Vila Franca de Xira,0
160000,flat,95,2,1,1,False,0,Vila Franca de Xira,0
198000,flat,118,3,2,3,0,0,Vila Franca de Xira,0
1100000,chalet,751,8,5,0,0,1,Vila Franca de Xira,0
240000,chalet,230,4,5,0,0,1,Vila Franca de Xira,0
325000,flat,183,3,2,3,0,1,Vila Franca de Xira,0
630000,chalet,160,3,6,0,0,1,Vila Franca de Xira,0
289500,chalet,93,3,2,0,0,0,Vila Franca de Xira,0
172500,flat,71,1,1,2,0,0,Vila Franca de Xira,0
159000,flat,80,2,1,3,False,0,Vila Franca de Xira,0
748000,chalet,260,4,5,0,0,0,Vila Franca de Xira,0
366450,flat,149,3,1,1,1,0,Vila Franca de Xira,1
397950,flat,149,3,1,4,1,0,Vila Franca de Xira,1
313950,flat,130,2,1,2,1,0,Vila Franca de Xira,1
230000,flat,113,3,2,1,1,1,Vila Franca de Xira,0
159900,flat,53,2,1,2,False,0,Vila Franca de Xira,0
164900,flat,65,2,1,2,False,0,Vila Franca de Xira,0
155000,flat,121,2,1,1,1,1,Vila Franca de Xira,0
138000,flat,62,1,1,4,False,0,Vila Franca de Xira,0
283500,flat,120,3,2,2,0,0,Vila Franca de Xira,0
350000,flat,127,3,2,2,0,0,Vila Franca de Xira,0
649000,flat,338,4,4,2,1,0,Vila Franca de Xira,0
315000,flat,143,2,2,0,1,1,Vila Franca de Xira,0
249500,flat,118,2,1,2,1,1,Vila Franca de Xira,0
195000,flat,90,2,1,0,False,0,Vila Franca de Xira,0
198000,flat,99,2,1,2,0,0,Vila Franca de Xira,0
277500,flat,150,3,2,1,1,1,Vila Franca de Xira,0
275000,flat,131,2,2,1,1,1,Vila Franca de Xira,0
169500,flat,87,2,1,3,False,1,Vila Franca de Xira,0
140000,flat,80,2,1,2,0,0,Vila Franca de Xira,0
145000,flat,81,2,1,2,0,0,Vila Franca de Xira,0
270000,duplex,156,3,2,2,0,0,Vila Franca de Xira,0
225000,flat,91,2,2,2,0,0,Vila Franca de Xira,0
180000,flat,92,3,1,2,0,0,Vila Franca de Xira,0
198000,flat,99,2,1,2,0,0,Vila Franca de Xira,0
260000,chalet,347,3,2,0,0,0,Vila Franca de Xira,0
219997,flat,114,3,2,3,False,0,Vila Franca de Xira,0
299000,flat,162,3,2,4,1,1,Vila Franca de Xira,0
1000000,countryHouse,614,32,20,0,0,0,Vila Franca de Xira,0
155000,flat,77,3,1,2,False,0,Vila Franca de Xira,0
195000,flat,110,3,2,4,False,0,Vila Franca de Xira,-1
550000,chalet,257,4,2,0,0,0,Vila Franca de Xira,0
155000,flat,71,2,1,2,0,0,Vila Franca de Xira,0
200000,flat,102,2,2,2,0,0,Vila Franca de Xira,0
300000,flat,176,3,2,2,0,0,Vila Franca de Xira,0
140000,flat,74,2,1,3,0,0,Vila Franca de Xira,0
155000,flat,71,2,1,2,1,0,Vila Franca de Xira,0
157000,flat,70,2,1,3,False,0,Vila Franca de Xira,0
150000,flat,72,3,1,2,0,0,Vila Franca de Xira,0
215000,flat,97,3,2,2,False,0,Vila Franca de Xira,0
240000,flat,120,1,1,0,1,0,Vila Franca de Xira,1
486000,flat,189,3,3,5,1,0,Vila Franca de Xira,1
539500,flat,240,3,3,5,1,0,Vila Franca de Xira,1
476000,flat,188,3,3,4,1,0,Vila Franca de Xira,1
529500,flat,240,3,3,4,1,0,Vila Franca de Xira,1
466000,flat,188,3,3,3,1,0,Vila Franca de Xira,1
519500,flat,240,3,3,3,1,0,Vila Franca de Xira,1
456000,flat,188,3,3,2,1,0,Vila Franca de Xira,1
509500,flat,240,3,3,2,1,0,Vila Franca de Xira,1
446000,flat,188,3,3,1,1,0,Vila Franca de Xira,1
499500,flat,240,3,3,1,1,0,Vila Franca de Xira,1
370000,flat,170,2,3,0,1,0,Vila Franca de Xira,1
299500,flat,116,2,2,0,1,0,Vila Franca de Xira,1
367500,flat,145,2,2,1,1,0,Vila Franca de Xira,1
367500,flat,146,2,2,1,1,0,Vila Franca de Xira,1
273000,flat,138,1,2,0,1,0,Vila Franca de Xira,1
387500,flat,145,2,2,3,1,0,Vila Franca de Xira,1
377500,flat,145,2,2,2,1,0,Vila Franca de Xira,1
399500,flat,145,2,2,5,1,0,Vila Franca de Xira,1
397500,flat,145,2,2,4,1,0,Vila Franca de Xira,1
195000,flat,101,3,2,0,False,0,Vila Franca de Xira,0
164900,flat,112,3,2,4,1,0,Vila Franca de Xira,0
157500,flat,74,2,1,2,1,1,Vila Franca de Xira,0
415000,chalet,278,3,4,0,0,0,Vila Franca de Xira,0
149500,flat,64,1,1,2,0,0,Vila Franca de Xira,0
316000,flat,100,2,2,2,0,0,Vila Franca de Xira,0
285000,chalet,118,3,2,0,0,0,Vila Franca de Xira,0
172500,flat,76,2,1,2,False,0,Vila Franca de Xira,0
490000,chalet,330,3,4,0,0,0,Vila Franca de Xira,0
149500,flat,64,1,1,3,False,0,Vila Franca de Xira,0
366450,flat,155,3,1,2,1,1,Vila Franca de Xira,1
397950,flat,155,3,1,2,1,1,Vila Franca de Xira,1
313950,flat,157,2,1,2,1,1,Vila Franca de Xira,1
250000,flat,106,3,2,1,1,1,Vila Franca de Xira,0
194000,flat,110,3,1,0,False,0,Vila Franca de Xira,0
245000,flat,128,3,2,6,1,1,Vila Franca de Xira,0
450000,flat,189,4,3,3,1,1,Vila Franca de Xira,0
302000,chalet,147,4,2,0,0,0,Vila Franca de Xira,0
198000,flat,110,3,2,2,0,0,Vila Franca de Xira,0
265000,flat,122,2,1,7,1,1,Vila Franca de Xira,0
420000,flat,201,4,3,3,1,1,Vila Franca de Xira,0
302000,chalet,146,4,2,0,0,0,Vila Franca de Xira,0
296000,chalet,146,4,2,0,0,1,Vila Franca de Xira,0
265000,flat,82,3,2,2,0,1,Vila Franca de Xira,0
628000,chalet,318,4,5,0,0,1,Vila Franca de Xira,0
180000,flat,81,2,2,2,0,0,Vila Franca de Xira,0
180000,flat,88,2,1,2,0,0,Vila Franca de Xira,0
159000,flat,64,2,1,2,0,0,Vila Franca de Xira,0
159000,flat,92,3,2,3,False,0,Vila Franca de Xira,0
225000,flat,118,3,2,2,0,0,Vila Franca de Xira,0
178500,flat,66,2,1,3,False,0,Vila Franca de Xira,0
169500,flat,95,3,2,3,False,0,Vila Franca de Xira,0
150000,flat,68,2,1,3,False,0,Vila Franca de Xira,0
129900,flat,110,1,1,0,False,0,Vila Franca de Xira,-1
450000,chalet,400,4,1,0,0,0,Vila Franca de Xira,0
575000,chalet,225,3,2,0,0,1,Vila Franca de Xira,0
405000,flat,176,3,3,8,1,1,Vila Franca de Xira,0
470000,flat,180,4,3,2,1,0,Vila Franca de Xira,0
199000,flat,74,2,1,1,False,0,Vila Franca de Xira,0
195000,flat,108,3,2,4,False,0,Vila Franca de Xira,0
152500,flat,96,2,1,0,False,0,Vila Franca de Xira,0
169500,flat,64,2,1,0,1,0,Vila Franca de Xira,0
748000,chalet,260,4,5,0,0,1,Vila Franca de Xira,0
449000,chalet,312,5,4,0,0,0,Vila Franca de Xira,0
165000,flat,71,3,1,2,0,0,Vila Franca de Xira,0
179500,flat,78,2,1,2,False,0,Vila Franca de Xira,0
340000,flat,177,2,2,0,1,0,Vila Franca de Xira,0
242500,flat,97,2,1,1,1,1,Vila Franca de Xira,0
210000,flat,100,2,2,2,1,1,Vila Franca de Xira,0
168000,flat,81,2,1,0,1,0,Vila Franca de Xira,0
135000,flat,124,3,1,1,False,0,Vila Franca de Xira,0
130000,flat,59,1,1,2,False,0,Vila Franca de Xira,-1
159000,flat,57,2,1,0,False,0,Vila Franca de Xira,0
320000,flat,166,4,2,2,1,0,Vila Franca de Xira,0
330000,flat,133,3,2,4,0,1,Vila Franca de Xira,0
147500,flat,86,2,1,0,False,0,Vila Franca de Xira,0
550000,chalet,358,5,4,0,0,0,Vila Franca de Xira,0
227000,flat,98,2,1,0,False,0,Vila Franca de Xira,0
150000,flat,65,2,1,2,0,0,Vila Franca de Xira,0
665000,chalet,285,4,4,0,0,0,Vila Franca de Xira,0
179900,flat,65,2,1,2,0,0,Vila Franca de Xira,0
208000,flat,154,2,1,2,0,0,Vila Franca de Xira,0
266000,flat,176,3,2,2,0,0,Vila Franca de Xira,0
160000,flat,80,2,1,2,False,0,Vila Franca de Xira,0
375000,chalet,555,3,1,0,0,1,Vila Franca de Xira,-1
319990,flat,131,3,2,3,1,1,Vila Franca de Xira,0
208000,flat,100,3,2,7,1,0,Vila Franca de Xira,0
230000,flat,105,3,2,2,0,0,Vila Franca de Xira,0
430000,chalet,133,3,2,0,0,0,Vila Franca de Xira,0
510900,chalet,230,4,3,0,0,0,Vila Franca de Xira,0
397500,chalet,174,4,2,0,0,0,Vila Franca de Xira,0
395000,flat,141,3,2,2,1,1,Vila Franca de Xira,0
215000,flat,93,3,2,2,0,0,Vila Franca de Xira,0
219500,chalet,100,2,1,0,0,0,Vila Franca de Xira,0
235000,chalet,103,2,2,0,0,0,Vila Franca de Xira,0
195000,flat,111,3,2,-1,False,0,Vila Franca de Xira,-1
240000,flat,133,2,2,2,0,0,Vila Franca de Xira,0
154000,flat,58,2,1,2,0,0,Vila Franca de Xira,0
130000,flat,62,2,1,-1,0,0,Vila Franca de Xira,0
399500,flat,115,2,2,2,1,1,Vila Franca de Xira,1
367500,flat,121,2,2,1,1,1,Vila Franca de Xira,1
273000,flat,97,1,1,0,1,1,Vila Franca de Xira,1
446000,flat,158,3,2,1,1,1,Vila Franca de Xira,1
539500,flat,150,3,2,2,1,1,Vila Franca de Xira,1
240000,flat,80,1,1,1,1,1,Vila Franca de Xira,1
377500,flat,121,2,2,2,1,1,Vila Franca de Xira,1
370000,flat,130,2,2,0,1,1,Vila Franca de Xira,1
456000,flat,158,3,2,2,1,1,Vila Franca de Xira,1
299500,flat,109,2,2,0,1,1,Vila Franca de Xira,1
575000,chalet,160,3,3,0,0,1,Vila Franca de Xira,0
575000,chalet,160,3,3,0,0,1,Vila Franca de Xira,0
525000,chalet,347,3,2,0,0,0,Vila Franca de Xira,0
130000,flat,50,2,1,2,0,0,Vila Franca de Xira,0
159900,flat,90,2,1,2,False,0,Vila Franca de Xira,0
289500,chalet,113,4,2,0,0,0,Vila Franca de Xira,0
525000,chalet,310,3,3,0,0,0,Vila Franca de Xira,0
295000,chalet,204,3,2,0,0,0,Vila Franca de Xira,0
165000,flat,72,2,1,2,False,0,Vila Franca de Xira,0
260000,chalet,347,3,2,0,0,0,Vila Franca de Xira,0
353000,chalet,176,5,3,0,0,0,Vila Franca de Xira,0
266000,flat,177,3,2,2,1,1,Vila Franca de Xira,0
230005,flat,105,3,2,12,1,1,Vila Franca de Xira,0
289500,chalet,113,4,2,0,0,1,Vila Franca de Xira,0
239000,flat,111,3,2,2,0,0,Vila Franca de Xira,0
247000,flat,84,2,1,2,0,0,Vila Franca de Xira,0
349000,flat,165,2,2,0,1,1,Vila Franca de Xira,0
179500,flat,55,2,1,1,False,0,Vila Franca de Xira,0
489500,chalet,278,4,3,0,0,1,Vila Franca de Xira,0
125000,flat,64,2,1,4,False,0,Vila Franca de Xira,0
167000,flat,72,2,1,2,False,0,Vila Franca de Xira,0
210000,flat,85,2,2,3,1,0,Vila Franca de Xira,0
185000,flat,72,2,1,3,False,0,Vila Franca de Xira,0
212500,flat,80,3,2,2,False,0,Vila Franca de Xira,0
197000,flat,64,2,2,0,False,0,Vila Franca de Xira,0
585000,chalet,450,3,3,0,0,1,Vila Franca de Xira,0
157000,flat,77,2,1,2,0,0,Vila Franca de Xira,0
699000,chalet,160,3,3,0,0,1,Vila Franca de Xira,0
155000,flat,81,2,1,2,1,0,Vila Franca de Xira,0
125000,flat,70,2,1,2,False,0,Vila Franca de Xira,0
199000,flat,92,3,2,3,0,0,Vila Franca de Xira,0
440000,flat,114,2,2,5,1,1,Vila Franca de Xira,0
379000,flat,156,3,2,2,1,1,Vila Franca de Xira,0
270000,duplex,177,3,2,1,1,1,Vila Franca de Xira,0
210000,flat,86,3,2,3,False,0,Vila Franca de Xira,0
379000,flat,157,3,2,2,1,1,Vila Franca de Xira,0
949900,flat,399,4,4,4,0,1,Vila Franca de Xira,0
164900,flat,69,1,2,0,1,0,Vila Franca de Xira,0
435000,flat,217,4,2,2,0,0,Vila Franca de Xira,0
630000,chalet,309,4,4,0,0,0,Vila Franca de Xira,0
630000,chalet,309,4,4,0,0,0,Vila Franca de Xira,0
227000,chalet,50,2,1,0,0,0,Vila Franca de Xira,0
210000,flat,98,3,2,2,0,0,Vila Franca de Xira,0
125000,flat,70,2,1,2,False,0,Vila Franca de Xira,0
247500,flat,146,3,2,2,0,0,Vila Franca de Xira,0
355000,flat,140,3,2,2,0,0,Vila Franca de Xira,0
179900,flat,79,2,1,2,0,0,Vila Franca de Xira,0
245000,flat,118,3,2,3,False,0,Vila Franca de Xira,0
140000,flat,73,2,1,2,1,0,Vila Franca de Xira,0
435000,flat,217,4,3,8,1,1,Vila Franca de Xira,0
165000,flat,92,2,1,1,0,0,Vila Franca de Xira,0
159000,flat,67,2,1,2,False,0,Vila Franca de Xira,0
179700,flat,60,1,1,2,False,0,Vila Franca de Xira,0
285000,flat,125,3,2,4,1,1,Vila Franca de Xira,0
183000,flat,55,2,1,1,False,0,Vila Franca de Xira,0
353000,chalet,176,5,3,0,0,0,Vila Franca de Xira,0
184000,flat,94,2,1,2,False,0,Vila Franca de Xira,0
172500,flat,64,2,1,2,False,0,Vila Franca de Xira,0
178400,flat,66,2,1,2,False,0,Vila Franca de Xira,0
215000,flat,83,2,1,2,False,0,Vila Franca de Xira,0
179700,flat,55,2,1,1,False,0,Vila Franca de Xira,0
385000,flat,120,3,3,1,1,0,Vila Franca de Xira,1
385000,flat,120,3,3,2,1,0,Vila Franca de Xira,1
280000,flat,110,3,2,1,1,0,Vila Franca de Xira,1
270000,flat,110,3,2,2,1,0,Vila Franca de Xira,1
255000,flat,135,3,2,0,False,1,Vila Franca de Xira,0
450000,flat,160,3,3,7,1,1,Vila Franca de Xira,2
530000,chalet,230,3,3,0,0,0,Vila Franca de Xira,0
179000,flat,60,1,1,2,0,0,Vila Franca de Xira,0
289500,flat,130,2,3,1,1,1,Vila Franca de Xira,0
270000,flat,115,3,2,2,False,1,Vila Franca de Xira,0
270000,flat,115,3,2,2,0,0,Vila Franca de Xira,0
172500,flat,64,2,1,2,0,0,Vila Franca de Xira,0
298000,flat,128,3,2,7,1,1,Vila Franca de Xira,0
166250,flat,58,2,1,3,False,0,Vila Franca de Xira,0
250000,flat,84,2,1,2,False,0,Vila Franca de Xira,0
158000,flat,73,3,1,0,False,0,Vila Franca de Xira,0
150000,flat,70,2,1,3,False,0,Vila Franca de Xira,0
410000,flat,136,3,1,3,1,1,Vila Franca de Xira,0
350000,flat,165,3,3,2,1,1,Vila Franca de Xira,0
480000,chalet,230,4,4,0,0,0,Vila Franca de Xira,0
178000,flat,88,3,2,2,False,0,Vila Franca de Xira,0
145000,flat,87,2,1,2,0,0,Vila Franca de Xira,0
415000,chalet,372,5,3,0,0,1,Vila Franca de Xira,0
290000,flat,100,2,2,1,1,1,Vila Franca de Xira,0
289500,chalet,153,4,3,0,0,1,Vila Franca de Xira,0
350000,chalet,160,2,1,0,0,0,Vila Franca de Xira,0
985000,chalet,284,4,4,0,0,1,Vila Franca de Xira,0
172500,flat,70,2,1,4,False,0,Vila Franca de Xira,0
270000,chalet,192,5,3,0,0,0,Vila Franca de Xira,0
232500,flat,88,2,1,1,1,0,Vila Franca de Xira,0
147000,flat,84,2,1,3,False,0,Vila Franca de Xira,0
164500,flat,111,3,2,3,1,0,Vila Franca de Xira,0
160000,flat,60,2,1,2,0,0,Vila Franca de Xira,0
285000,flat,154,3,2,2,0,0,Vila Franca de Xira,0
195000,chalet,40,2,2,0,0,0,Vila Franca de Xira,0
320000,chalet,180,3,3,0,0,1,Vila Franca de Xira,0
181000,flat,90,2,1,2,False,0,Vila Franca de Xira,0
246800,flat,82,3,2,2,0,1,Vila Franca de Xira,0
885000,chalet,240,4,4,0,0,1,Vila Franca de Xira,0
235000,flat,114,3,2,2,0,0,Vila Franca de Xira,0
185000,flat,106,3,1,4,False,0,Vila Franca de Xira,0
179500,flat,68,2,1,2,False,0,Vila Franca de Xira,0
153000,flat,75,2,1,2,0,0,Vila Franca de Xira,0
1100000,chalet,751,7,5,0,0,1,Vila Franca de Xira,0
156000,flat,89,2,1,4,0,0,Vila Franca de Xira,0
160000,flat,93,3,2,1,False,0,Vila Franca de Xira,0
135000,studio,49,0,1,2,False,0,Vila Franca de Xira,0
179000,flat,60,1,1,2,0,0,Vila Franca de Xira,0
270000,flat,133,4,2,4,0,0,Vila Franca de Xira,0
109500,flat,97,2,1,0,False,0,Vila Franca de Xira,-1
778000,chalet,340,3,4,0,0,0,Vila Franca de Xira,0
243000,chalet,103,3,2,0,0,0,Vila Franca de Xira,0
335000,flat,160,3,2,1,1,1,Vila Franca de Xira,0
156000,flat,78,2,1,4,0,0,Vila Franca de Xira,0
289500,chalet,113,4,2,0,0,0,Vila Franca de Xira,0
334000,flat,95,1,2,0,1,1,Vila Franca de Xira,0
260000,chalet,310,3,3,0,0,1,Vila Franca de Xira,0
525000,chalet,552,3,3,0,0,0,Vila Franca de Xira,0
249500,flat,100,2,1,2,False,0,Vila Franca de Xira,0
210000,flat,111,3,2,1,1,0,Vila Franca de Xira,0
620000,chalet,316,5,3,0,0,1,Vila Franca de Xira,0
375000,flat,199,3,2,2,0,0,Vila Franca de Xira,0
210000,flat,100,3,2,0,False,0,Vila Franca de Xira,0
350000,flat,223,3,3,2,1,1,Vila Franca de Xira,0
350000,flat,171,3,3,4,1,1,Vila Franca de Xira,0
525000,chalet,333,4,4,0,0,0,Vila Franca de Xira,0
175000,flat,81,2,1,2,0,0,Vila Franca de Xira,0
620000,chalet,316,5,3,0,0,0,Vila Franca de Xira,0
115000,flat,66,2,1,2,False,0,Vila Franca de Xira,0
315000,flat,114,3,2,0,1,1,Vila Franca de Xira,0
259000,flat,163,3,2,1,1,1,Vila Franca de Xira,0
315000,flat,114,3,2,2,0,0,Vila Franca de Xira,0
155000,flat,65,2,1,2,0,0,Vila Franca de Xira,0
249900,flat,118,3,2,3,False,1,Vila Franca de Xira,0
640000,countryHouse,501,3,2,0,0,0,Vila Franca de Xira,0
117500,flat,53,2,1,0,False,0,Vila Franca de Xira,0
155000,flat,70,2,1,2,False,0,Vila Franca de Xira,0
245000,flat,145,2,2,2,1,0,Vila Franca de Xira,0
270000,flat,149,3,2,2,1,0,Vila Franca de Xira,0
350000,flat,171,3,3,1,1,1,Vila Franca de Xira,0
350000,flat,165,3,3,1,1,1,Vila Franca de Xira,0
350000,flat,223,3,3,1,1,1,Vila Franca de Xira,0
620000,chalet,367,4,4,0,0,1,Vila Franca de Xira,0
195000,flat,65,2,1,0,False,0,Vila Franca de Xira,0
155000,flat,55,2,1,2,False,0,Vila Franca de Xira,0
530000,flat,136,3,2,2,0,0,Vila Franca de Xira,0
109500,flat,97,2,1,0,False,0,Vila Franca de Xira,-1
699000,chalet,285,4,4,0,0,1,Vila Franca de Xira,0
179000,flat,88,3,2,2,0,0,Vila Franca de Xira,0
350000,flat,195,3,4,2,1,0,Vila Franca de Xira,0
350000,flat,195,3,4,2,1,0,Vila Franca de Xira,0
350000,flat,195,3,4,2,False,0,Vila Franca de Xira,0
630000,chalet,160,4,3,0,0,1,Vila Franca de Xira,0
599000,chalet,227,4,3,0,0,1,Vila Franca de Xira,0
153000,flat,65,2,1,3,False,0,Vila Franca de Xira,0
185000,flat,125,3,2,1,False,0,Vila Franca de Xira,0
150000,flat,142,3,2,0,False,0,Vila Franca de Xira,0
157500,flat,125,2,1,0,False,1,Vila Franca de Xira,0
190000,flat,97,3,2,2,False,0,Vila Franca de Xira,0
145500,flat,84,2,1,2,False,0,Vila Franca de Xira,0
250000,flat,107,2,2,2,1,0,Vila Franca de Xira,0
289500,chalet,152,3,2,0,0,0,Vila Franca de Xira,-1
